Episode No.,Date Played,Show Title,Artist,Title,Year,Suggested By 1,Suggested By 2,Suggested By 3,Notes
52,2025-04-28,The Seven Deadly Sins,Peter & The Test Tube Babies,I Lust For The Disgusting Things In Life,1985,@guffo@topspicy.social,,,Lust
52,2025-04-28,The Seven Deadly Sins,Bowling For Soup,Envy,2013,@revivalrecords@cupoftea.social,,,Envy
52,2025-04-28,The Seven Deadly Sins,Reel Big Fish,Sell Out,1996,@Andyyyfish82@mastodonapp.uk,,,Greed
52,2025-04-28,The Seven Deadly Sins,REN,Seven Sins,2023,@sharongascoigne@mastodonapp.uk,,,
52,2025-04-28,The Seven Deadly Sins,Nina Simone,Sinnerrman,2003,@mothninja@mastodon.world,,,
52,2025-04-28,The Seven Deadly Sins,Bloodhound Gang,The Bad Touch,1999,@Erased_Citizen@cupoftea.social,,,Lust
52,2025-04-28,The Seven Deadly Sins,The Offspring,Why Don’t You Get A Job,1998,@stevenixon@mastodon.social,,,Sloth
52,2025-04-28,The Seven Deadly Sins,Van Halen,Jump,2984,@theplaguedoc@glitterkitten.co.uk,,,Wrath
52,2025-04-28,The Seven Deadly Sins,Barrett Strong,Money (That’s What I Want),1959,@RolloTreadway@beige.party,,,Greed
52,2025-04-28,The Seven Deadly Sins,Etta James,Almost Persuaded,1968,@sheepnik@toot.wales,,,Lust
52,2025-04-28,The Seven Deadly Sins,Joe Jackson,Is She Really Going Out With Him,1979,@Nickiquote@mstdn.social,,,Envy
52,2025-04-28,The Seven Deadly Sins,The The,Dogs of Lust,1993,@sodslawyer@mstdn.social,,,Lust
52,2025-04-28,The Seven Deadly Sins,Billy Idol,Rebel Yell (More More More),1984,@OpinionatedGeek@mastodon.social,,,Gluttony
52,2025-04-28,The Seven Deadly Sins,Weird Al,Eat It,1984,@shezza_t@mastodon.ie,,,Gluttony
,,,,,,,,,
53,2025-05-05,One,A Chorus Line,One (A Chorus Line),1975,@troggie@mendeddrum.org,,,
53,2025-05-05,One,Blondie,One Way Or Another,1978,@swisslet@mas.to,,,
53,2025-05-05,One,Bob Marley,One Love / People Get Ready,1977,@KaraLG84@dragonscave.space,,,
53,2025-05-05,One,Goldfrapp,Number 1,2005,@daveybot@mastodon.scot,,,
53,2025-05-05,One,Scooter,One (Always Hardcore),2004,@heapy@mendeddrum.org,,,
53,2025-05-05,One,Faithless,We come one,2001,@julianlawson@beige.party,,,
53,2025-05-05,One,And One,Technomoan,1991,@tygerkrash@mastodon.ie,,,
53,2025-05-05,One,Dessa,Twelve to One,2023,@roytoo@mstdn.social,,,
53,2025-05-05,One,Yoh Kamiyana ,Uno,2024,Miss @guffo,,,
53,2025-05-05,One,Roots Manuva,Witness (1 Hope),2001,@MaQuest@djs.social,,,
53,2025-05-05,One,Funkadelic,One Nation Under A Groove,1978,@sheepnik@toot.wales,,,
53,2025-05-05,One,Prince Buster,One Step Beyond,1964,@saposcat@indieauthors.social,,,
53,2025-05-05,One,Madness,One Step Beyond,1979,@sheepnik@toot.wales,,,
53,2025-05-05,One,Hot Chocolate,Every 1’s A Winner,1978,@sodslawyer@mstdn.social,,,
53,2025-05-05,One,Talking Heads,Once In A Lifetime,1981,@sheepnik@toot.wales,,,
53,2025-05-05,One,Aimee Mann,One,1999,@stevenixon@mastodon.social,,,
53,2025-05-05,One,Drowning Pool,Bodies,2002,@InTheseHeels@mastodon.ie,,,
53,2025-05-05,One,Muse,Uno,1999,@Erased_Citizen@cupoftea.social,,,
53,2025-05-05,One,Ignea ,To No one I Know,2023,@guffo@topspicy.social,,,
53,2025-05-05,One,Queen,One Vision,1986,@ianRobinson@mastodon.social,,,
53,2025-05-05,One,Summer Cannibals,One of Many (KEXP Version),2019,@greem@cyberplace.social,,,
53,2025-05-05,One,The Alarm,One Guitar,2010,@sharongascoigne@mastodonapp.uk,,,
53,2025-05-05,One,REM,The One I Love,1987,@WiteWulf@cyberplace.social,,,
53,2025-05-05,One,Crowded House,Four Seasons In One Day,1991,@steve199nwep@mastodon.me.uk,,,
53,2025-05-05,One,Gearoid McCarthy,Going Out For One,2024,@artnacrea@mastodon.ie,,,
53,2025-05-05,One,The Eagles,One Of These Nights,1975,@rhevian@mendeddrum.org,,,
53,2025-05-05,One,ABBA,One of Us,1981,@Andyyyfish82@mastodonapp.uk,,,
53,2025-05-05,One,Manfred Mann,5-4-3-2-1,1964,@RolloTreadway@beige.party,,,
53,2025-05-05,One,Johnny Cash,One,2000,@swisslet@mas.to,,,
53,2025-05-05,One,King Creosote,For One Night Only,2014,@daveybot@mastodon.scot,,,
,,,,,,,,,
54,2025-05-12,Europevision,Marc-Antoine Charpentier,Prelude to Te Deum,1692,@WiteWulf@cyberplace.social,,,
54,2025-05-12,Europevision,Dadi Freyr,Think About Things,2020,@mothninja@mastodon.world,,,
54,2025-05-12,Europevision,Jaune Toujours,Song 2,2009,@sheepnik@toot.wales,,,
54,2025-05-12,Europevision,Hothouse Flowers,Don’t Go,1988,@shezza_t@mastodon.ie,,,
54,2025-05-12,Europevision,Billy Ocean,European Queen,1984,@sodslawyer@mstdn.social,,,
54,2025-05-12,Europevision,Japan,European Son,1982,@sharongascoigne@mastodonapp.uk,,,
54,2025-05-12,Europevision,Emmelie de Forest,Only Teardrops,2013,@stevenixon@mastodon.social,,,
54,2025-05-12,Europevision,Kate Ryan,Je t’adore,2006,@Andyyyfish82@mastodonapp.uk,,,
54,2025-05-12,Europevision,Verka Seduchka,Dancing Lasha Tumbai,2007,@Erased_Citizen@cupoftea.social,,,
54,2025-05-12,Europevision,Neil Points,Nil Point,2015,@heapy@mendeddrum.org,,,
54,2025-05-12,Europevision,Neil Innes,Hey Mr Eurovision Song Contest Man,1982,@prl@hachyderm.io,,,
54,2025-05-12,Europevision,M,Pop Muzik,1979,@artnacrea@mastodon.ie,,,
54,2025-05-12,Europevision,Berlin,Take My Breath Away,1986,@troggie@mendeddrum.org,,,
54,2025-05-12,Europevision,Gary Moore,Parisienne Walkways,1979,@OpinionatedGeek@mastodon.social,,,
54,2025-05-12,Europevision,Kate Bush,Oh England My Lionheart,1978,@ianRobinson@mastodon.social,,,
54,2025-05-12,Europevision,Caroline Henderson,Made in Europe,1999,@rvedotrc@tech.lgbt,,,
54,2025-05-12,Europevision,Kaarija,Cha Cha Cha,2023,@theplaguedoc@glitterkitten.co.uk,,,
54,2025-05-12,Europevision,Asian Dub Foundation,Fortress Europe,2021,@Nickiquote@mstdn.social,,,
54,2025-05-12,Europevision,I Farm,"Bill Shatner Speaks Esperanto, Do You?",2003,@WiteWulf@cyberplace.social,,,
54,2025-05-12,Europevision,Europe,Seven Doors Hotel,1983,@patrick@mendeddrum.org,,,
54,2025-05-12,Europevision,Europe,The Final Countdown,1986,@KaraLG84@dragonscave.space,,,
54,2025-05-12,Europevision,JJ Burnel,Do The European,1980,@7sleepersmusic@mastodon.social,,,
54,2025-05-12,Europevision,E-Rotic,Max Don’t Have Sex With Your Ex,2005,@guffo@topspicy.social,,,
54,2025-05-12,Europevision,GO_A,Shum,2021,@RolloTreadway@beige.party,,,
54,2025-05-12,Europevision,K2,Der Berg Ruft,1994,@arakin@meow.social,,,
54,2025-05-12,Europevision,Nena,99 Luftballons,1983,@MaQuest@djs.social,,,
54,2025-05-12,Europevision,Sparkling,I Want To See Everything,2019,@daveybot@mastodon.scot,,,
54,2025-05-12,Europevision,Fleet Foxes,Mykonos,2008,@swisslet@mas.to,,,
54,2025-05-12,Europevision,My Marianne & Will Ferrell,Husavik,2020,,,,
,,,,,,,,,
55,2025-05-19,Hungover,Wonder Stuff,Dizzy,1991,@daveybot@mastodon.scot,,,
55,2025-05-19,Hungover,Nazareth,Hair of the Dog,1975,@artnacrea@mastodon.ie,,,
55,2025-05-19,Hungover,Diana Ross,Love Hangover,1976,@KaraLG84@dragonscave.space,,,
55,2025-05-19,Hungover,Nouvelle Vague,Saturday Morning,2004,@sheepnik@toot.wales,,,
55,2025-05-19,Hungover,Ann Richards and Stan Kenton,The Morning After (The Night Before),1961,@WiteWulf@cyberplace.social,,,
55,2025-05-19,Hungover,The Byrds,Mr Tambourine Man,1965,@WiteWulf@cyberplace.social,,,
55,2025-05-19,Hungover,The Dubliners,Seven Drunken Nights,1967,@RolloTreadway@beige.party,,,
55,2025-05-19,Hungover,Spirit of the West,Home For A Rest,1990,@giflian@techhub.social,,,
55,2025-05-19,Hungover,The Irish Rovers,Wasn’t That A Party,1985,@7sleepersmusic@mastodon.social,,,
55,2025-05-19,Hungover,Spin Doctors,If The River Was Whisky,2013,@revivalrecords@cupoftea.social,,,
55,2025-05-19,Hungover,Blur ,Badhead,1994,@swisslet@mas.to,,,
55,2025-05-19,Hungover,Pulp,Bar Italia,1995,@troggie@mendeddrum.org,,,
55,2025-05-19,Hungover,Martyn Wyndham-Read,Oh For Me Grog,1971,@steve199nwep@mastodon.me.uk,,,
55,2025-05-19,Hungover,Wildhearts,Caffeine Bomb,1994,@theplaguedoc@glitterkitten.co.uk,,,
55,2025-05-19,Hungover,Feeder,Under The Weather,2001,@Andyyyfish82@mastodonapp.uk,,,
55,2025-05-19,Hungover,Black Rebel Motorcycle Club,Red Eyes And Tears,2001,@stevenixon@mastodon.social,,,
55,2025-05-19,Hungover,Machine Gun Kelly,Hangover Cure,2020,@artnacrea@mastodon.ie,,,
55,2025-05-19,Hungover,Carter USM,Panic,1992,@Erased_Citizen@cupoftea.social,,,
55,2025-05-19,Hungover,Pop Will Eat Itself,"Wake Up, Time To Die",1989,@tygerkrash@mastodon.ie,,,
55,2025-05-19,Hungover,Gomez,Hangover,1999,@sodslawyer@mstdn.social,,,
55,2025-05-19,Hungover,Buraka Som Sistema,Hangover ,2011,@heapy@mendeddrum.org,,,
55,2025-05-19,Hungover,New Order,Regret,1993,@daveybot@mastodon.scot,,,
55,2025-05-19,Hungover,Spirit,Nature’s Way,1978,@MaQuest@djs.social,,,
55,2025-05-19,Hungover,Great Big Sea,The Old Black Rum,1996,@arakin@meow.social,,,
55,2025-05-19,Hungover,Marillion,Gazpacho,1995,@patrick@mendeddrum.org,,,
,,,,,,,,,
56,2025-05-26,The Joy of Being Advertised At,Brian May,Driven By You,1991,@Andyyyfish82@mastodonapp.uk,,,Ford
56,2025-05-26,The Joy of Being Advertised At,Pete Moore,Asteroid,1968,@RolloTreadway@beige.party,,,Pearl & Dean
56,2025-05-26,The Joy of Being Advertised At,Dr Alban,It’s My Life,1992,@heapy@mendeddrum.org,,,Tampax
56,2025-05-26,The Joy of Being Advertised At,Groove Armada,I See You Baby,1999,@rhevian@mendeddrum.org,,,Renault Megane
56,2025-05-26,The Joy of Being Advertised At,Babylon Zoo,Spaceman,1996,,,,Levis
56,2025-05-26,The Joy of Being Advertised At,Leftfield,Phat Planet,1999,@tygerkrash@mastodon.ie,,,Guinness
56,2025-05-26,The Joy of Being Advertised At,Adam Freeland,We Want Your Soul,2003,@WiteWulf@cyberplace.social,,,
56,2025-05-26,The Joy of Being Advertised At,Arab Strap,First Big Weekend,1996,@julianlawson@beige.party,,,Guinness
56,2025-05-26,The Joy of Being Advertised At,Trinity Roots,Little Things,2002,@artnacrea@mastodon.ie,,,Insurance
56,2025-05-26,The Joy of Being Advertised At,Janis Joplin,Mercedes Benz,1971,@swisslet@mas.to,,,Mercedes Benz
56,2025-05-26,The Joy of Being Advertised At,Aretha Franklin,Love For Sale (Original Session Take),1965,@troggie@mendeddrum.org,,,
56,2025-05-26,The Joy of Being Advertised At,Perry Como,Magic Moments,1957,@sharongascoigne@mastodonapp.uk,,,Quality Street
56,2025-05-26,The Joy of Being Advertised At,Sarah McLachlan,Angel,1998,@giflian@techhub.social,,,Canadian Animal Cruelty
56,2025-05-26,The Joy of Being Advertised At,Vashti Bunyan,Just Another Diamond Day,1970,@KaraLG84@dragonscave.space,,,T-Mobile
56,2025-05-26,The Joy of Being Advertised At,The Undertones,Mars Bars,1979,@RolloTreadway@beige.party,,,
56,2025-05-26,The Joy of Being Advertised At,Snuff,Bran Flakes,1990,@WiteWulf@cyberplace.social,,,
56,2025-05-26,The Joy of Being Advertised At,The Saints,Know Your Product,1978,@sodslawyer@mstdn.social,,,
56,2025-05-26,The Joy of Being Advertised At,Stiltskin,Inside,1994,,,,Levis
56,2025-05-26,The Joy of Being Advertised At,Plastic Bertrand,Ca Plane Pour Moi,1977,@ccferrie@mastodon.ie,,,Hovis / Kelloggs / Heineken / Renault
56,2025-05-26,The Joy of Being Advertised At,The Adverts,The Adverts,1979,@MaQuest@djs.social,,,
56,2025-05-26,The Joy of Being Advertised At,The Go Team,Buy Nothing Day,2011,@daveybot@mastodon.scot,,,
56,2025-05-26,The Joy of Being Advertised At,The Caesars,Jerk It Out,2002,@Nikkileah@mendeddrum.org,,,Apple
56,2025-05-26,The Joy of Being Advertised At,Small Ads,Small Ads,1981,@revivalrecords@cupoftea.social,,,
56,2025-05-26,The Joy of Being Advertised At,Devo,Satisfaction,1978,@Nickiquote@mstdn.social,,,
56,2025-05-26,The Joy of Being Advertised At,Steve Harley,Mr Soft,1974,@arakin@meow.social,,,Softmints
56,2025-05-26,The Joy of Being Advertised At,Kinky Friedman,Sold American,1973,@roytoo@mstdn.social,,,
56,2025-05-26,The Joy of Being Advertised At,The New Seekers,I’d Like To Teach The World To Sing,1971,@sheepnik@toot.wales,,,Coca-Cola
56,2025-05-26,The Joy of Being Advertised At,Tom Waits,Step Right Up,1976,@shezza_t@mastodon.ie,,,
56,2025-05-26,The Joy of Being Advertised At,The Velvet Underground,Venus In Furs,1967,@stevenixon@mastodon.social,,,Dunlop
,,,,,,,,,
57,2025-06-02,Pride,The Muppets,Rainbow Connection,1979,@daveybot@mastodon.scot,,,
57,2025-06-02,Pride,Pet Shop Boys,It’s A Sin,1987,@Nickiquote@mstdn.social,,,
57,2025-06-02,Pride,Bronski Beat,Smalltown Boy,1984,@swisslet@mas.to,,,
57,2025-06-02,Pride,Chappell Roan,Pink Pony Club,2020,@KaraLG84@dragonscave.space,,,
57,2025-06-02,Pride,Lady Gaga,Born This Way,2011,@KaraLG84@dragonscave.space,,,
57,2025-06-02,Pride,Janelle Monae,Make Me Feel,2018,@daveybot@mastodon.scot,,,
57,2025-06-02,Pride,Nemo,The Code,2024,@RolloTreadway@beige.party,,,
57,2025-06-02,Pride,Devo,Whip It,1980,@captpackrat@pawb.fun,,,
57,2025-06-02,Pride,Bif Naked,Lucky,1998,@giflian@techhub.social,,,
57,2025-06-02,Pride,George Michael,Freedom!90,1990,@Andyyyfish82@mastodonapp.uk,,,
57,2025-06-02,Pride,Ezra Furman,Power of the Moon,2025,@WiteWulf@cyberplace.social,,,
57,2025-06-02,Pride,Rufus Wainwright,Going To A Town,2007,@ametonym@todon.eu,,,
57,2025-06-02,Pride,Grace Petrie,Pride,2018,@Nickiquote@mstdn.social,,,
57,2025-06-02,Pride,Judas Priest,Breaking The Law,1980,@theplaguedoc@glitterkitten.co.uk,,,
57,2025-06-02,Pride,Pussy Riot,Rage,2021,@tygerkrash@mastodon.ie,,,
57,2025-06-02,Pride,Patrick Hernandez,Born To Be Alive,1979,@TheBreadMonkey@beige.party,,,
57,2025-06-02,Pride,Hannah Jones,I Am What I Am,1996,@MintSpies@beige.party,,,
57,2025-06-02,Pride,The Magnetic Fields,When My Boy Walks Down The Street,1999,@RolloTreadway@beige.party,,,
57,2025-06-02,Pride,Dolly Parton,Coat of Many Colors,1994,@patrick@mendeddrum.org,,,
57,2025-06-02,Pride,Pete Shelley,Homo-sapien,1981,@sodslawyer@mstdn.social,,,
57,2025-06-02,Pride,Dolly Parton,Coat of Many Colors,1994,@patrick@mendeddrum.org,,,
57,2025-06-02,Pride,Tegan and Sara,Stop Desire,2016,@WiteWulf@cyberplace.social,,,
57,2025-06-02,Pride,Kae Tempest,Statue In The Square,2025,@sharongascoigne@mastodonapp.uk,,,
57,2025-06-02,Pride,Communards,There’s More To Love (Than Boy Meets Girl),1988,@rvedotrc@tech.lgbt,,,
57,2025-06-02,Pride,Snap,I Got The Power,1980,@MaQuest@djs.social,,,
57,2025-06-02,Pride,ZAND,Boys Like U,2018,@arakin@meow.social,,,
57,2025-06-02,Pride,Sylvester,You Make Me Feel Mighty real,1978,@swisslet@mas.to,,,
,,,,,,,,,
58,2025-06-09,Hooked on Classics,Bachman Turner Overdrive,You Ain’t Seen Nothin’ Yet,1974,@artnacrea@mastodon.ie,,,
58,2025-06-09,Hooked on Classics,Mika,Grace Kelly,2006,@swisslet@mas.to,,,Figaro – Largo al factotum
58,2025-06-09,Hooked on Classics,Falco,Rock Me Amadeus,1985,@swisslet@mas.to,,,
58,2025-06-09,Hooked on Classics,Heiroglyphics,Classic,2003,@daveybot@mastodon.scot,,,Hadyn – Trumpet Concerto
58,2025-06-09,Hooked on Classics,Busdriver,Imaginary Places,2002,@slevelt@aus.social,,,Johann Sebastien Bach / Niccolo Paganini
58,2025-06-09,Hooked on Classics,William Orbit,Barber’s Adagio for Strings (Ferry Corsten mix),1999,@MaQuest@djs.social / @KaraLG84@dragonscave.space,,,Samuel Barber – Adagio for Strings
58,2025-06-09,Hooked on Classics,Lamb,Angelica,2003,@tygerkrash@mastodon.ie,,,Debussy – Clair de Lune
58,2025-06-09,Hooked on Classics,Hybrid,Finished Symphony,1999,@heapy@mendeddrum.org,,,Henryk Gorcki - I. Lento – Sostenuto Tranquillo Ma Cantabile
58,2025-06-09,Hooked on Classics,Rob Dougan,Clubbed To Death,1995,@rvedotrc@tech.lgbt,,,Elgar – Enigma Variations Opus 38
58,2025-06-09,Hooked on Classics,Malcolm McLaren,Something’s Jumping in your Shirt,1989,@OpinionatedGeek@mastodon.social,,,"Johann Strauss – Kaiser-Waltzer, Opus 439"
58,2025-06-09,Hooked on Classics,Sky,Toccata,1980,@sharongascoigne@mastodonapp.uk,,,JS B – Toccata & Fugue in D Minor
58,2025-06-09,Hooked on Classics,David Essex,Rock On!,1974,@ianRobinson@mastodon.social,,,
58,2025-06-09,Hooked on Classics,Procol Harem,A Whiter Shade of Pale,1972,@shezza_t@mastodon.ie,,,JS B – Air on the G String / Suite No. 5
58,2025-06-09,Hooked on Classics,Alicia Keys,Fallin’,2001,@stevenixon@mastodon.social,,,Inspired by Chopin
58,2025-06-09,Hooked on Classics,Extreme,Flight of the Wounded Bumblebee,1990,@WiteWulf@cyberplace.social,,,Rimsky-Korsakov – Flight of the Bumblebee
58,2025-06-09,Hooked on Classics,Extreme,Play With Me,1989,@daveybot@mastodon.scot,,,Mozart – Rondo Alla Turca
58,2025-06-09,Hooked on Classics,Dragonland,Beethoven’s Nightmare,2006,@guffo@topspicy.social,,,
58,2025-06-09,Hooked on Classics,Muse ,Plug In Baby,2001,@troggie@mendeddrum.org,,,JS B – Toccata & Fugue in D Minor
58,2025-06-09,Hooked on Classics,ADG7,"Hello, Lonely",2020,@RolloTreadway@beige.party,,,
58,2025-06-09,Hooked on Classics,Public Image Ltd.,Swan Lake (a.k.a Death Disco),1980,@sodslawyer@mstdn.social,,,Tchaikovsky – Swan Lake
58,2025-06-09,Hooked on Classics,A House,Endless Art,1992,@sheepnik@toot.wales,,,Beethoven - 5th Symphony
58,2025-06-09,Hooked on Classics,Wendy Carlos,Theme From A Clockwork Orange,1972,@Nickiquote@mstdn.social,,,Henry Prucell – Music for the Death of Queen Mary
58,2025-06-09,Hooked on Classics,Wendy Carlos,William Tell Overture,1972,@Nickiquote@mstdn.social,,,Rossini – William Tell Overture
58,2025-06-09,Hooked on Classics,Vanessa Mae,Bach Street Prelude,1997,@roytoo@mstdn.social,,,
58,2025-06-09,Hooked on Classics,Sting,Russians,1985,@giflian@techhub.social,,,Sergei Prokofiev – Lieutenant Kije – Romance
58,2025-06-09,Hooked on Classics,Tom Lehrer,The Elements Song,1959,@crinolinerobot@beige.party,,,Charles Hale – At a Darktown Cake Walk
58,2025-06-09,Hooked on Classics,Erasure ,In The Hall of the Mountain King,1987,@revivalrecords@cupoftea.social,,,Edvard Grieg – In the Hall of the Mountain King
58,2025-06-09,Hooked on Classics,Liquid Tension Experiment,Rhapsody in Blue,2021,@WiteWulf@cyberplace.social,,,Gershwin – Rhapsody in Blue
58,2025-06-09,Hooked on Classics,Freddie Mercury & Monserrat Caballé,Barcelona,1987,@ccferrie@mastodon.ie,,,
,,,,,,,,,
59,2025-06-16,Karaoke,The Beach Boys,Surfin’ Safari,,,,,
59,2025-06-16,Karaoke,Sly & The Family Stone,Everyday People,,,,,
59,2025-06-16,Karaoke,Isaac Hayes,Theme from Shaft,,@swisslet@mas.to,,,
59,2025-06-16,Karaoke,ABBA,Dancing Queen,,@tygerkrash@mastodon.ie,,,
59,2025-06-16,Karaoke,Dexys Midnight Runners,Come On Eileen,,@Nikkileah@mendeddrum.org,,,
59,2025-06-16,Karaoke,Neil Diamond,Love on the Rocks,,@revivalrecords@cupoftea.social,,,
59,2025-06-16,Karaoke,Dolly & Kenny,Islands in the Stream,,@MaQuest@djs.social,,,
59,2025-06-16,Karaoke,Johnny Cash,Ring of Fire,,@sodslawyer@mstdn.social,,,
59,2025-06-16,Karaoke,Elvis Presley,Burning Love,,,,,
59,2025-06-16,Karaoke,Shania Twain,"Man, I Feel Like a Woman",,@shezza_t@mastodon.ie,,,
59,2025-06-16,Karaoke,Tracey Byrd,Ten Rounds With Jose Cuervo,,@OpinionatedGeek@mastodon.social,,,
59,2025-06-16,Karaoke,Martika,Toy Soldiers,,@giflian@techhub.social,,,
59,2025-06-16,Karaoke,Janet Kay,Silly Games,,@pocketlint@mastodon.social,,,
59,2025-06-16,Karaoke,Bette Midler,Wind Beneath My Wings,,@Andyyyfish82@mastodonapp.uk,,,
59,2025-06-16,Karaoke,Bon Jovi,You Give Love A Bad Name,,@daveybot@mastodon.scot,,,
59,2025-06-16,Karaoke,Alice Cooper,Poison,,@Wigwam12@mastodon.scot,,,
59,2025-06-16,Karaoke,Black Sabbath,War Pigs,,@WiteWulf@cyberplace.social,,,
59,2025-06-16,Karaoke,Bob Seger,Feel Like A Number,,@artnacrea@mastodon.ie,,,
59,2025-06-16,Karaoke,Alanna Myles,Black Velvet,,@troggie@mendeddrum.org,,,
59,2025-06-16,Karaoke,Roxy Music,More Than This,,@Nickiquote@mstdn.social,,,
59,2025-06-16,Karaoke,Sparks,When Do I Get To Sing ‘My Way’,,@RolloTreadway@beige.party,,,
59,2025-06-16,Karaoke,Warren Zevon,Werewolves of London,,@stevenixon@mastodon.social,,, 
59,2025-06-16,Karaoke,Just Jack,Starz in Their Eyes,,@KaraLG84@dragonscave.space,,,
59,2025-06-16,Karaoke,Corey Hart,Sunglasses at Night,,@giflian@techhub.social,,,
59,2025-06-16,Karaoke,Scritti Politti,Absolute,,@sharongascoigne@mastodonapp.uk,,,
59,2025-06-16,Karaoke,Fool’s Garden,Lemon Tree,,@arakin@meow.social,,,
59,2025-06-16,Karaoke,Cake,I Will Survive,,@sheepnik@toot.wales,,,
59,2025-06-16,Karaoke,Meatloaf,Paradise By The Dashboard Light,,@heapy@mendeddrum.org,,,
,,,,,,,,,
60,2025-06-23,Coming of Age,Madness,House of Fun,,@ccferrie@mastodon.ie,,,
60,2025-06-23,Coming of Age,Neneh Cherry,Kisses on the Wind,,@daveybot@mastodon.scot,,,
60,2025-06-23,Coming of Age,Paul Hardcastle,19,,@MaQuest@djs.social,,,
60,2025-06-23,Coming of Age,Divine ,You Think You’re a Man,,@ItsThatDeafGuy@beige.party,,,
60,2025-06-23,Coming of Age,Chemical Brothers,Leave Home,,@heapy@mendeddrum.org,,,
60,2025-06-23,Coming of Age,MGMT,Kids,,@Erased_Citizen@cupoftea.social,,,
60,2025-06-23,Coming of Age,Dusty Springfield,Son of a Preacher Man,,@swisslet@mas.to,,,
60,2025-06-23,Coming of Age,Muddy Waters,Mannish Boy,,@Nickiquote@mstdn.social,,,@swisslet@mas.to
60,2025-06-23,Coming of Age,Chuck Berry,Almost Grown,,@artnacrea@mastodon.ie,,,
60,2025-06-23,Coming of Age,The Beach Boys,Wouldn’t It Be Nice,,@RolloTreadway@beige.party,,,
60,2025-06-23,Coming of Age,Barenaked Ladies,Enid,,@OpinionatedGeek@mastodon.social,,,
60,2025-06-23,Coming of Age,Squeeze,Up The Junction,,@steve199nwep@mastodon.me.uk,,,
60,2025-06-23,Coming of Age,John Lennon,Beautiful Boy,,@sharongascoigne@mastodonapp.uk,,,
60,2025-06-23,Coming of Age,"10,000 Maniacs",How You’ve Grown,,@sheepnik@toot.wales,,,
60,2025-06-23,Coming of Age,Bob Vylan,He’s a Man,,@daveybot@mastodon.scot,,,
60,2025-06-23,Coming of Age,Anthrax,I’m Eighteen,,@WiteWulf@cyberplace.social,,,
60,2025-06-23,Coming of Age,The Lottery Winners,Letter To Myself,,@patrick@mendeddrum.org,,,
60,2025-06-23,Coming of Age,Sam Fender,Seventeen Going Under,,@daveybot@mastodon.scot,,,ColleagueBot
60,2025-06-23,Coming of Age,The Undertones,Teenage Kicks,,@ItsThatDeafGuy@beige.party,,,
60,2025-06-23,Coming of Age,The Stooges,1969,,@sodslawyer@mstdn.social,,,
60,2025-06-23,Coming of Age,Pulp,Grown Ups,,@troggie@mendeddrum.org,,,
60,2025-06-23,Coming of Age,The Who,When I Was A Boy,,@revivalrecords@cupoftea.social,,,
60,2025-06-23,Coming of Age,Queen,The Loser in the End,,@ianRobinson@mastodon.social,,,
60,2025-06-23,Coming of Age,Bryan Adams,Summer of ‘69,,@giflian@techhub.social,,,
60,2025-06-23,Coming of Age,Kelly Clarkson,Breakaway,,@WiteWulf@cyberplace.social,,,
60,2025-06-23,Coming of Age,Grace Vanderwaal,Proud,,@Andyyyfish82@mastodonapp.uk,,,
60,2025-06-23,Coming of Age,Ice Cube,Doing Dumb Shit,,@slevelt@aus.social,,,
,,,,,,,,,
61,2025-06-30,Covers,Amy Winehouse,Valerie,,@shezza_t@mastodon.ie,,,The Zutons
61,2025-06-30,Covers,Pat Boone,Enter Sandman,,@mothninja@mastodon.world,,,Metallica
61,2025-06-30,Covers,Shirley Bassey,Jezahel,,@RolloTreadway@beige.party,,,Delirium
61,2025-06-30,Covers,Madonna,Ray of Light,,@ItsThatDeafGuy@beige.party,,,Curtis Maldoon
61,2025-06-30,Covers,Luke Silva,Tattoo,,@freakyfwoof@universeodon.com,,,Loreen
61,2025-06-30,Covers,Kate Bush,Rocket Man,,@ianRobinson@mastodon.social,,,Elton John
61,2025-06-30,Covers,Duran Duran,Success,,@7sleepersmusic@mastodon.social,,,Iggy Pop
61,2025-06-30,Covers,Lick The Tins,Can’t Help Falling In Love,,@giflian@techhub.social,,,Elvis
61,2025-06-30,Covers,Rico Rodriguez,Stranger on the Shore,,@MaQuest@djs.social,,,Acker Bilk
61,2025-06-30,Covers,Great Big Sea,End of the World,,@arakin@meow.social,,,REM
61,2025-06-30,Covers,The Imagined Village,Cum On Feel The Noize,,@sheepnik@toot.wales,,,Slade
61,2025-06-30,Covers,Nina Simone,I Think It’s Gonna Rain Today,,@ccferrie@mastodon.ie,,,Randy Newman
61,2025-06-30,Covers,Tori Amos,Smells Like Teen Spirit,,@ygathgoch@cloudisland.nz,,,Nirvana
61,2025-06-30,Covers,Feuerschwanz,Dragostea Din Tei,,@theplaguedoc@glitterkitten.co.uk,,,O-Zone
61,2025-06-30,Covers,Rage Against The Machine,Renegades of Funk,,@daveybot@mastodon.scot,,,Afrika Bambaataa & The Soulsonic Force
61,2025-06-30,Covers,Alien Ant Farm,Smooth Criminal,,@stevenixon@mastodon.social,,,Michael Jackson
61,2025-06-30,Covers,Kyuss,Catamaran,,@heapy@mendeddrum.org,,,Yawning Man
61,2025-06-30,Covers,TATU,How Soon Is Now,,@KaraLG84@dragonscave.space,,,The Smiths
61,2025-06-30,Covers,The Lemonheads,Luka,,@swisslet@mas.to,,,Suzanne Vega
